fill_blank_input,masked_word,options
"Have always used pine slabs and pieces of our neighbor's fence. They burn well, too, but the fence got all burned up, and the neighbor said he wouldn't build a new one, so we went down to Jones' and got a coal stove.
 After supper we took a piece of ice and rubbed our hands warm, and went in where that stove was, resolved to make her draw and burn if it took all the pine fence in the first Ward. -> They burn well, too, but the fence got all burned up, and the neighbor [MASK] he wouldn't build a new one, so we went down to Jones' and got a coal stove.
",said,"['tape', 'said', 'replace', 'assist']"
"O, old man, you think you know what seasickness is, 'cause you told me once about crossing Lake Michigan on a peach boat, but lake sickness is easy compared with the ocean malady. I could enjoy common seasickness and think it was a picnic, but this salt water sickness takes the cake. I am sorry for dad, because he holds more than I do, and he is so slow about giving up meals that he has paid for, that it takes him longer to commune with nature, and he groans so, and swears some. -> I could enjoy common seasickness and think it was a picnic, but this salt [MASK] sickness takes the cake.",water,"['bird', 'have', 'water', 'sea']"
"The female kangaroo is surely a wonder, and seems to be built on plans and specifications different from any other animal, cause she has got a fur-lined pouch on her stomach, just like a vest, that she carries her young in. When the babies are frightened they make a hurry-up move towards ma, the pouch opens, and they jump in out of sight, like a gopher going into its hole, and the mother looks around as innocent as can be, as much as to say: ""You can search me. -> The female kangaroo is surely a wonder, and seems to be built on [MASK] and specifications different from any other animal, cause she has got a fur-lined pouch on her stomach, just like a vest, that she carries her young in.",plans,"['shoe', 'bomb', 'plans', 'successor']"
"Pa ought to have believed the scientists, 'cause they know all about their business, but after the scientists had gone to bed the cowboys began to string pa. They told him that about a hundred miles to the north, in a valley in the mountains, the dinosaurus still existed, alive, and that no man dare go there. One cowboy said he was herding a bunch of cattle in a valley up there once, and the bunch got into a drove of dinosauruses, and the first thing he knew a big dinosaurus reached out his neck and picked up a steer, raised it in the air about 80 feet, as easy as a derrick would pick up a dog house, and the dinosaurus swallowed the steer whole, and the other dinosauruses each swallowed a steer. -> They told him that about a hundred miles to the north, in a valley in the mountains, the dinosaurus still existed, [MASK], and that no man dare go there.",alive,"['alive', 'overwhelming', 'frozen', 'separated']"
"Let's step out again and have a look. ""
Taking off their headpieces, the two boys opened the door of the private radiophone station where the above conversation took place and stepped out to a little platform. It was a mild day late in June, and the sandy Long Island plain, broken only by a few trees, with the ocean in the distance, lay smiling before them. -> ""
Taking off their headpieces, the two boys [MASK] the door of the private radiophone station where the above conversation took place and stepped out to a little platform.",opened,"['opened', 'grow', 'candle', 'caution']"
"Ruth was an intellectual looking girl—so people said. She had little color, and her auburn hair was ""stringy""—which -> Ruth was an intellectual looking girl—so [MASK] said.",people,"['rough', 'people', 'colony', 'harm']"
"Dot clutched Meg frantically, and even Twaddles was startled. They had no idea it would seem so ""different."" The wind almost took their breath away, but they still had enough to scream with. -> They [MASK] no idea it would seem so ""different.""",had,"['sex', 'had', 'assert', 'ranch']"
"A similar ride had been planned for Ethel Blue's birthday, but the giants had plans of their own and the young people had had to give way to them. Dorothy had come over to spend the afternoon and dine with her cousins, however. She lived just around the corner, so her mother was willing to let her go in spite of the gathering drifts, because Roger, Ethel Brown's older brother, would be able to take her home such a short distance, even if he had to shovel a path all the way.
 -> Dorothy had [MASK] over to spend the afternoon and dine with her cousins, however.",come,"['come', 'lie', 'site', 'price']"
"""
""Good enough!"" exclaimed Roger. ""I'll tell Mother I'm going. She may have some message for Grandmother,"" and he vaulted back over the gate and dashed up the steps.
 -> ""I'll [MASK] Mother I'm going.",tell,"['tell', 'suppose', 'prepare', 'coal']"
"Chelton folks were becoming accustomed to the sight of these girls in their cars, and a run of the motor girls was now looked upon as a daily occurrence. Bess Robinson guided her car with unmistakable skill—Cora Kimball was considered an expert driver. -> Bess Robinson guided her car with unmistakable skill—Cora Kimball was considered an expert [MASK].",driver,"['corps', 'attack', 'tonight', 'driver']"
